Идентификатор записи,Фасет,Код позиции,Уникальный код (составной ключ),Наименование,Описание,Дата актуализации,Дата деактуализации,Номер изменения (актуализации),Номер изменения (деактуализации),Дата введения в действие,Статус записи
329,004,0136,004000136,Лаосский,,2014-12-12,,0,,2015-07-01,Актуальный
330,004,0137,004000137,Латинский,,2014-12-12,,0,,2015-07-01,Актуальный
331,004,0138,004000138,Латышский,,2014-12-12,,0,,2015-07-01,Актуальный
332,004,0139,004000139,Лезгинский,,2014-12-12,,0,,2015-07-01,Актуальный
333,004,0140,004000140,Лингала,,2014-12-12,,0,,2015-07-01,Актуальный
334,004,0141,004000141,Литовский,,2014-12-12,,0,,2015-07-01,Актуальный
335,004,0142,004000142,Лугово-восточный марийский,,2014-12-12,,0,,2015-07-01,Актуальный
336,004,0143,004000143,Люксембургский,,2014-12-12,,0,,2015-07-01,Актуальный
337,004,0144,004000144,Македонский,,2014-12-12,,0,,2015-07-01,Актуальный
338,004,0145,004000145,Кашмири,,2014-12-12,,0,,2015-07-01,Актуальный
339,004,0146,004000146,Малагасийский,,2014-12-12,,0,,2015-07-01,Актуальный
340,004,0147,004000147,Малайский,,2014-12-12,,0,,2015-07-01,Актуальный
341,004,0148,004000148,Малинке,,2014-12-12,,0,,2015-07-01,Актуальный
342,004,0149,004000149,Мальдивский,,2014-12-12,,0,,2015-07-01,Актуальный
343,004,0150,004000150,Манден,,2014-12-12,,0,,2015-07-01,Актуальный
344,004,0151,004000151,Мансийский,,2014-12-12,,0,,2015-07-01,Актуальный
345,004,0152,004000152,Маньчжурский,,2014-12-12,,0,,2015-07-01,Актуальный
346,004,0153,004000153,Маори,,2014-12-12,,0,,2015-07-01,Актуальный
347,004,0154,004000154,Марийский,,2014-12-12,,0,,2015-07-01,Актуальный
348,004,0155,004000155,Масаи,,2014-12-12,,0,,2015-07-01,Актуальный
349,004,0156,004000156,Мегрельский,,2014-12-12,,0,,2015-07-01,Актуальный
350,004,0157,004000157,Менде,,2014-12-12,,0,,2015-07-01,Актуальный
351,004,0158,004000158,Мокша-мордовский,,2014-12-12,,0,,2015-07-01,Актуальный
352,004,0159,004000159,Молдавский,,2014-12-12,,0,,2015-07-01,Актуальный
353,004,0160,004000160,Монгольский,,2014-12-12,,0,,2015-07-01,Актуальный
354,004,0161,004000161,Монегаскский,,2014-12-12,,0,,2015-07-01,Актуальный
355,004,0162,004000162,Мооре,,2014-12-12,,0,,2015-07-01,Актуальный
356,004,0163,004000163,Мордовский,,2014-12-12,,0,,2015-07-01,Актуальный
357,004,0164,004000164,Мяо,,2014-12-12,,0,,2015-07-01,Актуальный
358,004,0165,004000165,Нама,,2014-12-12,,0,,2015-07-01,Актуальный
359,004,0166,004000166,Нанайский,,2014-12-12,,0,,2015-07-01,Актуальный
360,004,0167,004000167,Науатль,,2014-12-12,,0,,2015-07-01,Актуальный
361,004,0168,004000168,Нганасанский,,2014-12-12,,0,,2015-07-01,Актуальный
362,004,0169,004000169,Ндебеле,,2014-12-12,,0,,2015-07-01,Актуальный
363,004,0170,004000170,Негидальский,,2014-12-12,,0,,2015-07-01,Актуальный
364,004,0171,004000171,Немецкий,,2014-12-12,,0,,2015-07-01,Актуальный
365,004,0172,004000172,Ненецкий,,2014-12-12,,0,,2015-07-01,Актуальный
366,004,0173,004000173,Непали,,2014-12-12,,0,,2015-07-01,Актуальный
367,004,0174,004000174,Ниасский,,2014-12-12,,0,,2015-07-01,Актуальный
368,004,0175,004000175,Нивхский,,2014-12-12,,0,,2015-07-01,Актуальный
369,004,0176,004000176,Нигерийский,,2014-12-12,,0,,2015-07-01,Актуальный
370,004,0177,004000177,Нидерландский,,2014-12-12,,0,,2015-07-01,Актуальный
371,004,0178,004000178,Ногайский,,2014-12-12,,0,,2015-07-01,Актуальный
372,004,0179,004000179,Ногайско-карагашский,,2014-12-12,,0,,2015-07-01,Актуальный
373,001,,001000000,Фасет 01 Пол,,2014-12-12,,0,,2015-07-01,Актуальный
374,001,0001,001000001,Мужской,,2014-12-12,,0,,2015-07-01,Актуальный
375,001,0002,001000002,Женский,,2014-12-12,,0,,2015-07-01,Актуальный
376,002,,002000000,Фасет 02 Гражданство,,2014-12-12,,0,,2015-07-01,Актуальный
377,002,0001,002000001,Гражданин Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
378,002,0002,002000002,Гражданин Российской Федерации и иностранного государства (двойное гражданство),,2014-12-12,,0,,2015-07-01,Актуальный
379,002,0003,002000003,Иностранный гражданин,,2014-12-12,,0,,2015-07-01,Актуальный
380,002,0004,002000004,Лицо без гражданства,,2014-12-12,,0,,2015-07-01,Актуальный
381,003,,003000000,Фасет 03 Национальности[**],,2014-12-12,,0,,2015-07-01,Актуальный
382,003,0001,003000001,Русские,,2014-12-12,,0,,2015-07-01,Актуальный
383,003,0003,003000003,Поморы,,2014-12-12,,0,,2015-07-01,Актуальный
384,003,0004,003000004,Абазины,,2014-12-12,,0,,2015-07-01,Актуальный
385,003,0005,003000005,Абхазы,,2014-12-12,,0,,2015-07-01,Актуальный
386,003,0006,003000006,Аварцы,,2014-12-12,,0,,2015-07-01,Актуальный
387,003,0007,003000007,Андийцы,,2014-12-12,,0,,2015-07-01,Актуальный
388,003,0008,003000008,Арчинцы,,2014-12-12,,0,,2015-07-01,Актуальный
389,003,0009,003000009,Ахвахцы,,2014-12-12,,0,,2015-07-01,Актуальный
390,003,0010,003000010,Багулалы,,2014-12-12,,0,,2015-07-01,Актуальный
391,003,0011,003000011,Бежтинцы,,2014-12-12,,0,,2015-07-01,Актуальный
392,003,0012,003000012,Ботлихцы,,2014-12-12,,0,,2015-07-01,Актуальный
393,003,0013,003000013,Гинухцы,,2014-12-12,,0,,2015-07-01,Актуальный
394,003,0014,003000014,Годоберинцы,,2014-12-12,,0,,2015-07-01,Актуальный
395,003,0015,003000015,Гунзибцы,,2014-12-12,,0,,2015-07-01,Актуальный
396,003,0016,003000016,Дидойцы,,2014-12-12,,0,,2015-07-01,Актуальный
397,003,0017,003000017,Каратинцы,,2014-12-12,,0,,2015-07-01,Актуальный
398,003,0018,003000018,Тиндалы,,2014-12-12,,0,,2015-07-01,Актуальный
399,003,0019,003000019,Хваршины,,2014-12-12,,0,,2015-07-01,Актуальный
400,003,0020,003000020,Чамалалы,,2014-12-12,,0,,2015-07-01,Актуальный
401,003,0021,003000021,Агулы,,2014-12-12,,0,,2015-07-01,Актуальный
402,003,0022,003000022,Адыгейцы,,2014-12-12,,0,,2015-07-01,Актуальный
403,003,0023,003000023,Азербайджанцы,,2014-12-12,,0,,2015-07-01,Актуальный
404,003,0024,003000024,Алеуты,,2014-12-12,,0,,2015-07-01,Актуальный
405,003,0025,003000025,Алтайцы,,2014-12-12,,0,,2015-07-01,Актуальный
406,003,0026,003000026,Теленгиты,,2014-12-12,,0,,2015-07-01,Актуальный
407,003,0027,003000027,Тубалары,,2014-12-12,,0,,2015-07-01,Актуальный
408,003,0028,003000028,Челканцы,,2014-12-12,,0,,2015-07-01,Актуальный
409,003,0029,003000029,Американцы,,2014-12-12,,0,,2015-07-01,Актуальный
410,003,0030,003000030,Арабы,,2014-12-12,,0,,2015-07-01,Актуальный
411,003,0031,003000031,Арабы среднеазиатские,,2014-12-12,,0,,2015-07-01,Актуальный
412,003,0032,003000032,Армяне,,2014-12-12,,0,,2015-07-01,Актуальный
413,003,0033,003000033,Черкесогаи,,2014-12-12,,0,,2015-07-01,Актуальный
414,003,0034,003000034,Ассирийцы,,2014-12-12,,0,,2015-07-01,Актуальный
415,003,0035,003000035,Афганцы,,2014-12-12,,0,,2015-07-01,Актуальный
416,003,0036,003000036,Балкарцы,,2014-12-12,,0,,2015-07-01,Актуальный
417,003,0037,003000037,Башкиры,,2014-12-12,,0,,2015-07-01,Актуальный
418,003,0038,003000038,Белорусы,,2014-12-12,,0,,2015-07-01,Актуальный
419,003,0039,003000039,Бесермяне,,2014-12-12,,0,,2015-07-01,Актуальный
420,003,0040,003000040,Болгары,,2014-12-12,,0,,2015-07-01,Актуальный
421,003,0041,003000041,Боснийцы,,2014-12-12,,0,,2015-07-01,Актуальный
422,003,0042,003000042,Британцы,,2014-12-12,,0,,2015-07-01,Актуальный
423,003,0043,003000043,Буряты,,2014-12-12,,0,,2015-07-01,Актуальный
424,003,0044,003000044,Венгры,,2014-12-12,,0,,2015-07-01,Актуальный
425,003,0045,003000045,Вепсы,,2014-12-12,,0,,2015-07-01,Актуальный
426,003,0046,003000046,Водь,,2014-12-12,,0,,2015-07-01,Актуальный
427,003,0047,003000047,Вьетнамцы,,2014-12-12,,0,,2015-07-01,Актуальный
428,003,0048,003000048,Гагаузы,,2014-12-12,,0,,2015-07-01,Актуальный
429,003,0049,003000049,Горские евреи,,2014-12-12,,0,,2015-07-01,Актуальный
430,003,0050,003000050,Греки,,2014-12-12,,0,,2015-07-01,Актуальный
431,003,0051,003000051,Греки-урумы,,2014-12-12,,0,,2015-07-01,Актуальный
432,003,0052,003000052,Грузинские евреи,,2014-12-12,,0,,2015-07-01,Актуальный
433,003,0053,003000053,Грузины,,2014-12-12,,0,,2015-07-01,Актуальный
434,003,0054,003000054,Аджарцы,,2014-12-12,,0,,2015-07-01,Актуальный
435,003,0055,003000055,Ингилойцы,,2014-12-12,,0,,2015-07-01,Актуальный
436,003,0056,003000056,Лазы,,2014-12-12,,0,,2015-07-01,Актуальный
437,003,0057,003000057,Мегрелы,,2014-12-12,,0,,2015-07-01,Актуальный
438,003,0058,003000058,Сваны,,2014-12-12,,0,,2015-07-01,Актуальный
439,003,0059,003000059,Даргинцы,,2014-12-12,,0,,2015-07-01,Актуальный
440,003,0060,003000060,Кайтагцы,,2014-12-12,,0,,2015-07-01,Актуальный
441,003,0061,003000061,Кубачинцы,,2014-12-12,,0,,2015-07-01,Актуальный
442,003,0062,003000062,Долганы,,2014-12-12,,0,,2015-07-01,Актуальный
443,003,0063,003000063,Дунгане,,2014-12-12,,0,,2015-07-01,Актуальный
444,003,0064,003000064,Евреи,,2014-12-12,,0,,2015-07-01,Актуальный
445,003,0065,003000065,Езиды,,2014-12-12,,0,,2015-07-01,Актуальный
446,003,0066,003000066,Ижорцы,,2014-12-12,,0,,2015-07-01,Актуальный
447,003,0067,003000067,Ингуши,,2014-12-12,,0,,2015-07-01,Актуальный
448,003,0068,003000068,Индийцы,,2014-12-12,,0,,2015-07-01,Актуальный
449,003,0069,003000069,Испанцы,,2014-12-12,,0,,2015-07-01,Актуальный
450,003,0070,003000070,Итальянцы,,2014-12-12,,0,,2015-07-01,Актуальный
451,003,0071,003000071,Ительмены,,2014-12-12,,0,,2015-07-01,Актуальный
452,003,0072,003000072,Кабардинцы,,2014-12-12,,0,,2015-07-01,Актуальный
453,003,0073,003000073,Казахи,,2014-12-12,,0,,2015-07-01,Актуальный
454,003,0074,003000074,Калмыки,,2014-12-12,,0,,2015-07-01,Актуальный
455,003,0075,003000075,Камчадалы,,2014-12-12,,0,,2015-07-01,Актуальный
456,003,0076,003000076,Караимы,,2014-12-12,,0,,2015-07-01,Актуальный
457,003,0077,003000077,Каракалпаки,,2014-12-12,,0,,2015-07-01,Актуальный
458,003,0078,003000078,Карачаевцы,,2014-12-12,,0,,2015-07-01,Актуальный
459,003,0079,003000079,Карелы,,2014-12-12,,0,,2015-07-01,Актуальный
460,003,0080,003000080,Кереки,,2014-12-12,,0,,2015-07-01,Актуальный
461,003,0081,003000081,Кеты,,2014-12-12,,0,,2015-07-01,Актуальный
462,003,0082,003000082,Юги,,2014-12-12,,0,,2015-07-01,Актуальный
463,003,0083,003000083,Киргизы,,2014-12-12,,0,,2015-07-01,Актуальный
464,003,0084,003000084,Китайцы,,2014-12-12,,0,,2015-07-01,Актуальный
465,003,0085,003000085,Коми,,2014-12-12,,0,,2015-07-01,Актуальный
466,003,0086,003000086,Коми-ижемцы,,2014-12-12,,0,,2015-07-01,Актуальный
467,003,0087,003000087,Коми-пермяки,,2014-12-12,,0,,2015-07-01,Актуальный
468,003,0088,003000088,Корейцы,,2014-12-12,,0,,2015-07-01,Актуальный
469,003,0089,003000089,Коряки,,2014-12-12,,0,,2015-07-01,Актуальный
470,003,0090,003000090,Алюторцы,,2014-12-12,,0,,2015-07-01,Актуальный
471,003,0091,003000091,Крымские татары,,2014-12-12,,0,,2015-07-01,Актуальный
472,003,0092,003000092,Крымчаки,,2014-12-12,,0,,2015-07-01,Актуальный
473,003,0093,003000093,Кубинцы,,2014-12-12,,0,,2015-07-01,Актуальный
474,003,0094,003000094,Кумандинцы,,2014-12-12,,0,,2015-07-01,Актуальный
475,003,0095,003000095,Кумыки,,2014-12-12,,0,,2015-07-01,Актуальный
476,003,0096,003000096,Курды,,2014-12-12,,0,,2015-07-01,Актуальный
477,003,0097,003000097,Курманч,,2014-12-12,,0,,2015-07-01,Актуальный
478,003,0098,003000098,Лакцы,,2014-12-12,,0,,2015-07-01,Актуальный
479,003,0099,003000099,Латыши,,2014-12-12,,0,,2015-07-01,Актуальный
480,003,0100,003000100,Латгальцы,,2014-12-12,,0,,2015-07-01,Актуальный
481,003,0101,003000101,Лезгины,,2014-12-12,,0,,2015-07-01,Актуальный
482,003,0102,003000102,Литовцы,,2014-12-12,,0,,2015-07-01,Актуальный
483,003,0103,003000103,Македонцы,,2014-12-12,,0,,2015-07-01,Актуальный
484,003,0104,003000104,Манси,,2014-12-12,,0,,2015-07-01,Актуальный
485,003,0105,003000105,Марийцы,,2014-12-12,,0,,2015-07-01,Актуальный
486,003,0106,003000106,Горные марийцы,,2014-12-12,,0,,2015-07-01,Актуальный
487,003,0107,003000107,Лугово-восточные марийцы,,2014-12-12,,0,,2015-07-01,Актуальный
488,003,0108,003000108,Молдаване,,2014-12-12,,0,,2015-07-01,Актуальный
489,003,0109,003000109,Монголы,,2014-12-12,,0,,2015-07-01,Актуальный
490,003,0110,003000110,Мордва,,2014-12-12,,0,,2015-07-01,Актуальный
491,003,0111,003000111,Мордва-мокша,,2014-12-12,,0,,2015-07-01,Актуальный
492,003,0112,003000112,Мордва-эрзя,,2014-12-12,,0,,2015-07-01,Актуальный
493,003,0113,003000113,Нагайбаки,,2014-12-12,,0,,2015-07-01,Актуальный
494,003,0114,003000114,Нанайцы,,2014-12-12,,0,,2015-07-01,Актуальный
